rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
realm	13	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
realm	14	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	15	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	16	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	18	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	10	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	19	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	3	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	4	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	5	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	6	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	7	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	8	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	9	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	2	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	1	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
domain	0	0.14336038192361114	4.5500250796078685	0.50341798	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10763643889533335	0.09797490889695507	0.3363784855942206
domain	1	0.14336038192361114	4.5500250796078685	0.5039719899999999	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10233140032173091	0.09314605468849363	0.3368733695951771
domain	9	0.14336038192361114	4.5500250796078685	0.50764299	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10248647511738776	0.09328720985056164	0.34016190053828876
domain	10	0.14336038192361114	4.5500250796078685	0.49763999000000003	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.1132518744197517	0.10308629858587448	0.33123884642321977
domain	11	0.14336038192361114	4.5500250796078685	0.49473997999999997	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.09980575693282784	0.09084711500344332	0.3286741071798108
domain	12	0.14336038192361114	4.5500250796078685	0.52330299	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10470398882910406	0.0953056778165487	0.354373980270658
domain	13	0.14336038192361114	4.5500250796078685	0.5025889800000001	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.09988307315212414	0.09091749125910129	0.3356386367622335
domain	14	0.14336038192361114	4.5500250796078685	0.6033839799999999	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.047454681516597104	0.04319511260349022	0.43203284842838474
domain	16	0.14336038192361114	4.5500250796078685	0.6109499899999999	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.048972398223223704	0.04457659788476864	0.4398329753416577
domain	17	0.14336038192361114	4.5500250796078685	0.5061879899999999	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.08579990929184546	0.0780984430784622	0.3388565585151047
